CityKey,CustomerCity,CustomerCountry,CountryKey,Latitude,Longitude
557,Bakovci,Slovenia,14,46.61889,16.15028
558,Velké Pavlovice,Czech Republic,8,48.90469,16.81605
559,Zagreb,Croatia,11,45.81444,15.97798
560,Chocz,Poland,6,51.97642,17.86995
561,Amorim,Portugal,19,41.40503,-8.75046
562,Zlín,Czech Republic,8,49.22645,17.67065
563,Hénin-Beaumont,France,4,50.41359,2.96485
564,Södertälje,Sweden,5,59.19554,17.62525
565,Dióni,Greece,9,38.02328,23.93286
566,Forshaga,Sweden,5,59.52541,13.48127
567,Białaczów,Poland,6,51.29815,20.29724
568,Albi,France,4,43.9298,2.148
569,Sandviken,Sweden,5,60.61667,16.76667
570,Mogilany,Poland,6,49.9389,19.88972
571,Dębowiec,Poland,6,49.68374,21.46068
572,Dębowiec,Poland,6,49.81406,18.72062
573,Pantin,France,4,48.89437,2.40935
574,Miřetice,Czech Republic,8,49.84126,15.88472
575,Spétses,Greece,9,37.26191,23.15943
576,Vaxholm,Sweden,5,59.40225,18.35317
577,Chalandrítsa,Greece,9,38.10843,21.78349
578,Moravský Krumlov,Czech Republic,8,49.04893,16.31169
579,Vamvakoú,Greece,9,39.33708,22.41983
580,Velenje,Slovenia,14,46.35917,15.11028
581,Le Havre,France,4,49.49346,0.10785
582,Skála Oropoú,Greece,9,38.31964,23.78763
583,Nedašov,Czech Republic,8,49.10778,18.07036
584,Čížkovice,Czech Republic,8,50.48418,14.02839
585,Tríkala,Greece,9,40.59814,22.55733
586,Tríkala,Greece,9,39.55493,21.76837
587,Semeljci,Croatia,11,45.36056,18.54361
588,Haugesund,Norway,7,59.41378,5.268
589,Alkmaar,Netherlands,10,52.63167,4.74861
590,Glinojeck,Poland,6,52.81983,20.29198
591,Siedleczka,Poland,6,49.96061,22.37949
592,La Valette-du-Var,France,4,43.13763,5.98317
593,Fotolívos,Greece,9,41.06013,24.04724
594,Podwilk,Poland,6,49.5476,19.73874
595,Oxelösund,Sweden,5,58.67057,17.10152
596,Kalej,Poland,6,50.83662,18.98429
597,Stryszów,Poland,6,49.82569,19.61763
598,Novi Zagreb,Croatia,11,45.78333,15.98333
599,Luso,Portugal,19,40.38429,-8.37845
600,Nantes,France,4,47.21725,-1.55336
601,Maszewo Duże,Poland,6,52.58026,19.62905
602,Wiśniewo,Poland,6,53.06474,20.34805
603,Pacov,Czech Republic,8,49.47076,15.00168
604,Kalmar,Sweden,5,56.66157,16.36163
605,Kronoby,Finland,13,63.72859,23.03387
606,Deskáti,Greece,9,39.92422,21.81031
607,Lubowidz,Poland,6,53.11865,19.84594
608,Ceuta,Spain,16,35.88919,-5.32042
609,Stara Kornica,Poland,6,52.18183,22.93752
610,Paderne,Portugal,19,37.17935,-8.2015
611,Fradelos,Portugal,19,41.36846,-8.59887
612,Skövde,Sweden,5,58.39118,13.84506
613,Nieborów,Poland,6,52.07771,20.06902
614,Nowy Dwór Mazowiecki,Poland,6,52.43022,20.71652
615,Aizkraukle,Latvia,18,56.60477,25.25534
616,Hässleholm,Sweden,5,56.15905,13.76638
617,Marathókampos,Greece,9,37.72674,26.68964
618,Nowy Korczyn,Poland,6,50.30124,20.80759
619,Jäppilä,Finland,13,62.37899,27.43372
620,Laliki,Poland,6,49.53446,19.00549
621,Mestre,Italy,21,45.49167,12.24538
622,Uherský Brod,Czech Republic,8,49.02513,17.64715
623,Rumburk,Czech Republic,8,50.95151,14.55699
624,Długosiodło,Poland,6,52.75998,21.59183
625,Monte Redondo,Portugal,19,39.8993,-8.83171
626,Dębno,Poland,6,50.19811,22.51837
627,Dębno,Poland,6,49.96701,20.71979
628,Dębno,Poland,6,52.73901,14.698
629,Sobotín,Czech Republic,8,50.01039,17.09129
630,Beltinci,Slovenia,14,46.60528,16.24056
631,Baška Voda,Croatia,11,43.35694,16.95028
632,Panórama,Greece,9,40.58779,23.0315
633,Krapina,Croatia,11,46.16083,15.87889
634,Głogów Małopolski,Poland,6,50.15122,21.96287
635,Punkaharju,Finland,13,61.75883,29.38843
636,Bludov,Czech Republic,8,49.9408,16.92849
637,Humpolec,Czech Republic,8,49.54152,15.35932
638,Sandnes,Norway,7,58.85244,5.73521
639,Trzebinia,Poland,6,49.65024,19.22264
640,Trzebinia,Poland,6,50.15931,19.46966
641,Eskilstuna,Sweden,5,59.36661,16.5077
642,La Garde,France,4,43.12468,6.01033
643,Alcabideche,Portugal,19,38.73366,-9.40928
